"04e1b1b4-0c93-4b53-94dd-3a9557b3afad","0c303656-a0f9-4cd4-9305-f42a5f5882e8","3"
"04e1b1b4-0c93-4b53-94dd-3a9557b3afad","244eae1c-5452-48d8-bac5-e154f0a68644","3"
"04e1b1b4-0c93-4b53-94dd-3a9557b3afad","3025f1e7-c05b-48ba-8475-725b3dbd96ef","3"
"04e1b1b4-0c93-4b53-94dd-3a9557b3afad","472abacb-658f-4b24-9efc-2eff4190cc90","3"
"04e1b1b4-0c93-4b53-94dd-3a9557b3afad","627ed7bf-875e-4ed6-849e-bcafd89ff20e","3"
"0c303656-a0f9-4cd4-9305-f42a5f5882e8","04e1b1b4-0c93-4b53-94dd-3a9557b3afad","3"
"0c303656-a0f9-4cd4-9305-f42a5f5882e8","627ed7bf-875e-4ed6-849e-bcafd89ff20e","3"
"0c303656-a0f9-4cd4-9305-f42a5f5882e8","d16fc9da-998c-4024-b8da-44953bc2aee2","2"
"244eae1c-5452-48d8-bac5-e154f0a68644","04e1b1b4-0c93-4b53-94dd-3a9557b3afad","3"
"244eae1c-5452-48d8-bac5-e154f0a68644","627ed7bf-875e-4ed6-849e-bcafd89ff20e","3"
"3025f1e7-c05b-48ba-8475-725b3dbd96ef","04e1b1b4-0c93-4b53-94dd-3a9557b3afad","3"
"472abacb-658f-4b24-9efc-2eff4190cc90","04e1b1b4-0c93-4b53-94dd-3a9557b3afad","3"
"472abacb-658f-4b24-9efc-2eff4190cc90","627ed7bf-875e-4ed6-849e-bcafd89ff20e","2"
"4bd2d475-5e69-4037-bbc9-2952ce9c97ee","627ed7bf-875e-4ed6-849e-bcafd89ff20e","2"
"627ed7bf-875e-4ed6-849e-bcafd89ff20e","04e1b1b4-0c93-4b53-94dd-3a9557b3afad","3"
"627ed7bf-875e-4ed6-849e-bcafd89ff20e","0c303656-a0f9-4cd4-9305-f42a5f5882e8","3"
"627ed7bf-875e-4ed6-849e-bcafd89ff20e","244eae1c-5452-48d8-bac5-e154f0a68644","3"
"627ed7bf-875e-4ed6-849e-bcafd89ff20e","472abacb-658f-4b24-9efc-2eff4190cc90","1"
"627ed7bf-875e-4ed6-849e-bcafd89ff20e","4bd2d475-5e69-4037-bbc9-2952ce9c97ee","1"
"627ed7bf-875e-4ed6-849e-bcafd89ff20e","d16fc9da-998c-4024-b8da-44953bc2aee2","3"
"a9cfc7f2-7600-4ce4-9b1f-7f89750a2c3f","b7029053-3cc9-4d83-be1a-7efb25c1503e","3"
"a9cfc7f2-7600-4ce4-9b1f-7f89750a2c3f","f2c9aac3-765c-443b-9689-442632697786","3"
"b7029053-3cc9-4d83-be1a-7efb25c1503e","a9cfc7f2-7600-4ce4-9b1f-7f89750a2c3f","3"
"d16fc9da-998c-4024-b8da-44953bc2aee2","0c303656-a0f9-4cd4-9305-f42a5f5882e8","1"
"d16fc9da-998c-4024-b8da-44953bc2aee2","627ed7bf-875e-4ed6-849e-bcafd89ff20e","3"
"f2c9aac3-765c-443b-9689-442632697786","a9cfc7f2-7600-4ce4-9b1f-7f89750a2c3f","3"
